name,noc,team,sport,sex,age,event,rank,medal
Stefanidis Leontios,GRE,Greece,Athletics,Male,22,Men's Shot Put - F20,4,NA
Stefanoudakis Manolis,GRE,Greece,Athletics,Male,38,Men's Javelin Throw - F54,4,NA
Steiger Thomas,GER,Germany,Goalball,Male,25,Men,9,NA
Stepaniuk Alesia,RPC,RPC,Judo,Female,36,Women -52 kg,3,Bronze
Stephens Keira,AUS,Australia,Swimming,Female,18,Women's 50m Freestyle - S10,NA,NA
Stephens Keira,AUS,Australia,Swimming,Female,18,Women's 100m Breaststroke - SB9,3,Bronze
Stephens Keira,AUS,Australia,Swimming,Female,18,Women's 200m Individual Medley - SM10,8,NA
Stephens Keira,AUS,Australia,Swimming,Female,18,Women's 4x100m Medley Relay - 34 Points,3,Bronze
Stetsenko Anna,UKR,Ukraine,Swimming,Female,29,Women's 50m Freestyle - S13,8,NA
Stetsenko Anna,UKR,Ukraine,Swimming,Female,29,Women's 400m Freestyle - S13,1,Gold
Stetsenko Anna,UKR,Ukraine,Swimming,Female,29,Women's 100m Backstroke - S13,NA,NA
Stetsenko Anna,UKR,Ukraine,Swimming,Female,29,Women's 200m Individual Medley - SM13,5,NA
Stetsenko Anna,UKR,Ukraine,Swimming,Female,29,Mixed 4x100m Freestyle Relay - 49 Points,3,Bronze
Steven Anna,NZL,New Zealand,Athletics,Female,21,Women's 100m - T64,NA,NA
Steven Anna,NZL,New Zealand,Athletics,Female,21,Women's 200m - T64,8,NA
Stewart Elliot,GBR,Great Britain,Judo,Male,33,Men -90 kg,2,Silver
Stewart Greg,CAN,Canada,Athletics,Male,35,Men's Shot Put - F46,1,Gold
Stewart Lesley,GBR,Great Britain,Shooting,Female,42,R2 - Women's 10m Air Rifle Standing SH1,18,NA
Stewart Lesley,GBR,Great Britain,Shooting,Female,42,R8 - Women's 50m Rifle 3 Positions SH1,13,NA
Stibners Brett,AUS,Australia,Wheelchair Basketball,Male,42,Men,5,NA
Stickney Morgan,USA,United States of America,Swimming,Female,24,Women's 50m Freestyle - S8,NA,NA
Stickney Morgan,USA,United States of America,Swimming,Female,24,Women's 400m Freestyle - S8,1,Gold
Stickney Morgan,USA,United States of America,Swimming,Female,24,Women's 4x100m Freestyle Relay - 34 Pts,NA,NA
Stickney Morgan,USA,United States of America,Swimming,Female,24,Women's 4x100m Medley Relay - 34 Points,1,Gold
Stix Soto Daniel,ESP,Spain,Wheelchair Basketball,Male,24,Men,4,NA
Stockli Sandra,SUI,Switzerland,Cycling Road,Female,36,Women's H1-4 Road Race,9,NA
Stockli Sandra,SUI,Switzerland,Cycling Road,Female,36,Women's H4-5 Time Trial,8,NA
Stockwell Melissa,USA,United States of America,Triathlon,Female,41,Women's PTS2,5,NA
Stoiev Yurii,UKR,Ukraine,Shooting,Male,48,R1 - Men's 10m Air Rifle Standing SH1,8,NA
Stoiev Yurii,UKR,Ukraine,Shooting,Male,48,R3 - Mixed 10m Air Rifle Prone SH1,12,NA
Stoiev Yurii,UKR,Ukraine,Shooting,Male,48,R6 - Mixed 50m Rifle Prone SH1,16,NA
Stoiev Yurii,UKR,Ukraine,Shooting,Male,48,R7 - Men's 50m Rifle 3 Positions SH1,8,NA
Stoltman Lech,POL,Poland,Athletics,Male,36,Men's Shot Put - F55,3,Bronze
Dame Storey Sarah,GBR,Great Britain,Cycling Track,Female,43,Women's C5 3000m Individual Pursuit,1,Gold
Storey Sarah,GBR,Great Britain,Cycling Road,Female,43,Women's C4-5 Road Race,1,Gold
Storey Sarah,GBR,Great Britain,Cycling Road,Female,43,Women's C5 Time Trial,1,Gold
Storm Ruby,AUS,Australia,Swimming,Female,17,Women's 200m Freestyle - S14,7,NA
Storm Ruby,AUS,Australia,Swimming,Female,17,Women's 100m Backstroke - S14,8,NA
Storm Ruby,AUS,Australia,Swimming,Female,17,Women's 100m Butterfly - S14,3,Bronze
Storm Ruby,AUS,Australia,Swimming,Female,17,Women's 200m Individual Medley - SM14,7,NA
Storm Ruby,AUS,Australia,Swimming,Female,17,Mixed 4x100m Freestyle Relay - S14,2,Silver
Stoyanov Hristiyan,BUL,Bulgaria,Athletics,Male,23,Men's 1500m - T46,2,Silver
Strandberg Daniel,SWE,Sweden,Cycling Road,Male,28,Men's C1-3 Road Race,21,NA
Strandberg Daniel,SWE,Sweden,Cycling Road,Male,28,Men's C3 Time Trial,11,NA
Strasik Tadeas,CZE,Czech Republic,Swimming,Male,21,Men's 100m Breaststroke - SB9,7,NA
Strasik Tadeas,CZE,Czech Republic,Swimming,Male,21,Men's 200m Individual Medley - SM10,8,NA
Strecko Ondrej,SVK,Slovakia,Cycling Road,Male,38,Men's C4-5 Road Race,12,NA
Strecko Ondrej,SVK,Slovakia,Cycling Road,Male,38,Men's C5 Time Trial,8,NA
Streharsky Martin,SVK,Slovakia,Boccia,Male,38,Individual - BC4,21,NA
Streharsky Martin,SVK,Slovakia,Boccia,Male,38,Pairs - BC4,1,Gold
Streimikyte Greta,IRL,Ireland,Athletics,Female,26,Women's 1500m - T13,5,NA
Strelchyk Anton,UKR,Ukraine,Goalball,Male,29,Men,7,NA
Streng Felix,GER,Germany,Athletics,Male,26,Men's 100m - T64,1,Gold
Streng Felix,GER,Germany,Athletics,Male,26,Men's 200m - T64,2,Silver
Stretton Jessica,GBR,Great Britain,Archery,Female,21,Women's Individual Compound - Open,9,NA
Stretton Jessica,GBR,Great Britain,Archery,Female,21,Mixed Team Compound - Open,6,NA
Strobl Valentina,AUT,Austria,Equestrian,Female,21,Team Test to Music,NA,NA
Strobl Valentina,AUT,Austria,Equestrian,Female,21,Individual Test - Grade V,13,NA
Strong Maria,AUS,Australia,Athletics,Female,50,Women's Shot Put - F33,3,Bronze
Stroud Conner,USA,United States of America,Wheelchair Tennis,Male,21,Men's Singles,33,NA
Stroud Conner,USA,United States of America,Wheelchair Tennis,Male,21,Men's Doubles,9,NA
Stubbs John,GBR,Great Britain,Archery,Male,56,Men's Individual Compound - Open,17,NA
Stutzman Matt,USA,United States of America,Archery,Male,38,Men's Individual Compound - Open,9,NA
Suarez Laso Alberto,ESP,Spain,Athletics,Male,43,Men's Marathon - T12,5,NA
Suarez Yenigladys,CUB,Cuba,Shooting,Female,33,P2 - Women's 10m Air Pistol SH1,15,NA
Suarez Yenigladys,CUB,Cuba,Shooting,Female,33,P3 - Mixed 25m Pistol SH1,28,NA
Subasinghe Saman,SRI,Sri Lanka,Athletics,Male,30,Men's 400m - T47,NA,NA
Subba Theador,JAM,Jamaica,Judo,Male,23,Men +100 kg,7,NA
Suchanek Jiri,CZE,Czech Republic,Table Tennis,Male,39,Men's Team - Class 3,3,Bronze
Suchanek Jiri,CZE,Czech Republic,Table Tennis,Male,39,Men's Singles - Class 2,5,NA
Sugar Laura,GBR,Great Britain,Canoe Sprint,Female,30,Women's Kayak Single 200m - KL3,1,Gold
Sugden Louise,GBR,Great Britain,Powerlifting,Female,37,Women's -86 kg,3,Bronze
Sugeno Koji,JPN,Japan,Wheelchair Tennis,Male,40,Quad Singles,4,NA
Sugeno Koji,JPN,Japan,Wheelchair Tennis,Male,40,Quad Doubles,3,Bronze
Sugimura Hidetaka,JPN,Japan,Boccia,Male,39,Individual - BC2,1,Gold
Sugimura Hidetaka,JPN,Japan,Boccia,Male,39,Team - BC1/BC2,3,Bronze
Sugino Akiko,JPN,Japan,Badminton,Female,30,Women's Singles SU5,3,Bronze
Sugino Akiko,JPN,Japan,Badminton,Female,30,Mixed Doubles SL3-SU5,3,Bronze
Sugiura Keiko,JPN,Japan,Cycling Road,Female,50,Women's C1-3 Road Race,1,Gold
Sugiura Keiko,JPN,Japan,Cycling Road,Female,50,Women's C1-3 Time Trial,1,Gold
Sugiura Keiko,JPN,Japan,Cycling Track,Female,50,Women's C1-3 3000m Individual Pursuit,5,NA
Sugiura Keiko,JPN,Japan,Cycling Track,Female,50,Women's C1-3 500m Time Trial,4,NA
Sukhanova Sabina,UZB,Uzbekistan,Athletics,Female,20,Women's 100m - T37,7,NA
Sukhanova Sabina,UZB,Uzbekistan,Athletics,Female,20,Women's 200m - T37,NA,NA
Sukhanova Sabina,UZB,Uzbekistan,Athletics,Female,20,Women's Long Jump - T37,5,NA
Sukhbaatar Yadamdorj,MGL,Mongolia,Judo,Male,22,Men -60 kg,7,NA
Sulaiman Sulaiman,IRQ,Iraq,Archery,Male,21,Men's Individual Compound - Open,33,NA
Sultonov Elbek,UZB,Uzbekistan,Athletics,Male,25,Men's Shot Put - F12,3,Bronze
Sumitomo Mikiko,JPN,Japan,Sitting Volleyball,Female,42,Women,8,NA
Summers-newton Maisie,GBR,Great Britain,Swimming,Female,19,Women's 400m Freestyle - S6,4,NA
Summers-newton Maisie,GBR,Great Britain,Swimming,Female,19,Women's 100m Breaststroke - SB6,1,Gold
Summers-newton Maisie,GBR,Great Britain,Swimming,Female,19,Women's 200m Individual Medley - SM6,1,Gold
Summers-newton Maisie,GBR,Great Britain,Swimming,Female,19,Women's 4x100m Medley Relay - 34 Points,4,NA
Sumit,IND,India,Athletics,Male,23,Men's Javelin Throw - F64,1,Gold
Sun Bianbian,CHN,People's Republic of China,Cycling Road,Female,33,Women's H5 Road Race,2,Silver
Sun Bianbian,CHN,People's Republic of China,Cycling Road,Female,33,Women's H4-5 Time Trial,2,Silver
Sun Gang,CHN,People's Republic of China,Wheelchair Fencing,Male,28,Men's Foil Individual - Category A,1,Gold
Sun Gang,CHN,People's Republic of China,Wheelchair Fencing,Male,28,Men's Épée Individual - Category A,4,NA
Sun Gang,CHN,People's Republic of China,Wheelchair Fencing,Male,28,Men's Foil Team,1,Gold
Sun Gang,CHN,People's Republic of China,Wheelchair Fencing,Male,28,Men's Épée Team,2,Silver
Sun Pengxiang,CHN,People's Republic of China,Athletics,Male,30,Men's Shot Put - F41,6,NA
Sun Pengxiang,CHN,People's Republic of China,Athletics,Male,30,Men's Javelin Throw - F41,1,Gold
Sunesen Susanne Jensby,DEN,Denmark,Equestrian,Female,44,Team Test to Music,4,NA
Sunesen Susanne Jensby,DEN,Denmark,Equestrian,Female,44,Individual Test - Grade IV,5,NA
Sunesen Susanne Jensby,DEN,Denmark,Equestrian,Female,44,Individual Freestyle Test - Grade IV,7,NA
Supiot Claire,FRA,France,Swimming,Female,53,Women's 100m Freestyle - S9,NA,NA
Supiot Claire,FRA,France,Swimming,Female,53,Women's 400m Freestyle - S9,NA,NA
Supiot Claire,FRA,France,Swimming,Female,53,Women's 100m Butterfly - S9,8,NA
Supiot Claire,FRA,France,Swimming,Female,53,Women's 200m Individual Medley - SM9,NA,NA
Supurgeci Zubeyde,TUR,Turkey,Athletics,Female,28,Women's 100m - T54,7,NA
Supurgeci Zubeyde,TUR,Turkey,Athletics,Female,28,Women's 400m - T54,NA,NA
Supurgeci Zubeyde,TUR,Turkey,Athletics,Female,28,Women's 800m - T54,8,NA
Suranji Laslo,SRB,Serbia,Shooting,Male,42,R1 - Men's 10m Air Rifle Standing SH1,12,NA
Suranji Laslo,SRB,Serbia,Shooting,Male,42,R3 - Mixed 10m Air Rifle Prone SH1,47,NA
Suranji Laslo,SRB,Serbia,Shooting,Male,42,R6 - Mixed 50m Rifle Prone SH1,34,NA
Suranji Laslo,SRB,Serbia,Shooting,Male,42,R7 - Men's 50m Rifle 3 Positions SH1,2,Silver
Sururu Asiya Mohamed,KEN,Kenya,Rowing,Female,29,PR1 Women's Single Sculls - PR1W1x,12,NA
Surwilo Mateusz,POL,Poland,Canoe Sprint,Male,29,Men's Kayak Single 200m - KL3,10,NA
Suryo Nugroho,INA,Indonesia,Badminton,Male,26,Men's Singles SU5,3,Bronze
Suter Erath Karin,SUI,Switzerland,Badminton,Female,50,Women's Singles WH1,5,NA
Suter Erath Karin,SUI,Switzerland,Badminton,Female,50,Women's Doubles WH,4,NA
Suwaed Fatimah,IRQ,Iraq,Athletics,Female,14,Women's 100m - T35,6,NA
Suwaed Fatimah,IRQ,Iraq,Athletics,Female,14,Women's 200m - T35,5,NA
Suwan Banjob,THA,Thailand,Wheelchair Tennis,Male,50,Men's Singles,33,NA
Suwan Banjob,THA,Thailand,Wheelchair Tennis,Male,50,Men's Doubles,17,NA
Suzigan Abate Laila,BRA,Brazil,Swimming,Female,21,Women's 50m Freestyle - S6,NA,NA
Suzigan Abate Laila,BRA,Brazil,Swimming,Female,21,Women's 100m Freestyle - S7,NA,NA
Suzigan Abate Laila,BRA,Brazil,Swimming,Female,21,Women's 400m Freestyle - S6,8,NA
Suzigan Abate Laila,BRA,Brazil,Swimming,Female,21,Mixed 4x50m Freestyle Relay - 20 Points,3,Bronze
Suzuki Ayako,JPN,Japan,Badminton,Female,34,Women's Singles SU5,2,Silver
Suzuki Ayako,JPN,Japan,Badminton,Female,34,Women's Doubles SL3-SU5,3,Bronze
Suzuki Takayuki,JPN,Japan,Swimming,Male,34,Men's 50m Freestyle - S4,2,Silver
Suzuki Takayuki,JPN,Japan,Swimming,Male,34,Men's 100m Freestyle - S4,1,Gold
Suzuki Takayuki,JPN,Japan,Swimming,Male,34,Men's 200m Freestyle - S4,2,Silver
Suzuki Takayuki,JPN,Japan,Swimming,Male,34,Men's 50m Breaststroke - SB3,3,Bronze
Suzuki Takayuki,JPN,Japan,Swimming,Male,34,Men's 150m Individual Medley - SM4,3,Bronze
Suzuki Takayuki,JPN,Japan,Swimming,Male,34,Mixed 4x50m Freestyle Relay - 20 Points,NA,NA
Suzuki Tomoki,JPN,Japan,Athletics,Male,27,Men's 800m - T54,NA,NA
Suzuki Tomoki,JPN,Japan,Athletics,Male,27,Men's 1500m - T54,9,NA
Suzuki Tomoki,JPN,Japan,Athletics,Male,27,Men's Marathon - T54,7,NA
Suzuki Tomoki,JPN,Japan,Athletics,Male,27,4x100m Universal Relay,3,Bronze
Suzuki Toru,JPN,Japan,Athletics,Male,41,Men's High Jump - T64,4,NA
Svatos Petr,CZE,Czech Republic,Table Tennis,Male,31,Men's Team - Class 3,3,Bronze
Svatos Petr,CZE,Czech Republic,Table Tennis,Male,31,Men's Singles - Class 3,NA,NA
Sviderska Olga,UKR,Ukraine,Swimming,Female,31,Women's 50m Freestyle - S4,NA,NA
Sviderska Olga,UKR,Ukraine,Swimming,Female,31,Women's 50m Backstroke - S4,7,NA
Sviderska Olga,UKR,Ukraine,Swimming,Female,31,Women's 50m Breaststroke - SB3,8,NA
Sviridov Vladimir,RPC,RPC,Athletics,Male,31,Men's Shot Put - F36,1,Gold
Swami Shyam Sundar,IND,India,Archery,Male,24,Men's Individual Compound - Open,17,NA
Swanepoel Kat,RSA,South Africa,Swimming,Female,34,Women's 50m Backstroke - S4,4,NA
Swanepoel Kat,RSA,South Africa,Swimming,Female,34,Women's 150m Individual Medley - SM4,NA,NA
Swoboda Markus Mendy,AUT,Austria,Canoe Sprint,Male,31,Men's Kayak Single 200m - KL2,5,NA
Swoboda Markus Mendy,AUT,Austria,Canoe Sprint,Male,31,Men's Va'a Single 200m - VL3,NA,NA
Sycheva Evgeniya,RPC,RPC,Wheelchair Fencing,Female,32,Women's Foil Individual - Category A,8,NA
Sycheva Evgeniya,RPC,RPC,Wheelchair Fencing,Female,32,Women's Sabre Individual - Category A,11,NA
Sycheva Evgeniya,RPC,RPC,Wheelchair Fencing,Female,32,Women's Foil Team,5,NA
Syniuk Mykola,UKR,Ukraine,Canoe Sprint,Male,33,Men's Kayak Single 200m - KL2,2,Silver
Szaraz Evelin,HUN,Hungary,Swimming,Female,16,Women's 400m Freestyle - S6,NA,NA
Szaraz Evelin,HUN,Hungary,Swimming,Female,16,Women's 100m Backstroke - S6,NA,NA
Szaraz Evelin,HUN,Hungary,Swimming,Female,16,Women's 100m Breaststroke - SB6,6,NA
Szaraz Evelin,HUN,Hungary,Swimming,Female,16,Women's 200m Individual Medley - SM6,NA,NA
Szarszewski Maik,GER,Germany,Archery,Male,49,Men's Individual Recurve - Open,7,NA
Szollosi Istvan,HUN,Hungary,Athletics,Male,25,Men's Shot Put - F20,5,NA
Szumiec Rafal,POL,Poland,Cycling Road,Male,38,Men's H3 Road Race,6,NA
Szumiec Rafal,POL,Poland,Cycling Road,Male,38,Men's H3 Time Trial,9,NA
Szumiec Rafal,POL,Poland,Cycling Road,Male,38,Mixed H1-5 Team Relay,6,NA
Szvitacs Alexa,HUN,Hungary,Table Tennis,Female,31,Women's Team - Classes 9-10,5,NA
Szvitacs Alexa,HUN,Hungary,Table Tennis,Female,31,Women's Singles - Class 9,3,Bronze
Szymanski Slawomir,POL,Poland,Powerlifting,Male,36,Men's -49 kg,8,NA
Tabib Caroline,ISR,Israel,Table Tennis,Female,25,Women's Singles - Class 5,NA,NA
Tadic Ilija,MNE,Montenegro,Swimming,Male,22,Men's 50m Freestyle - S9,NA,NA
Taggart Claire,GBR,Great Britain,Boccia,Female,26,Individual - BC2,20,NA
Taggart Claire,GBR,Great Britain,Boccia,Female,26,Team - BC1/BC2,8,NA
Taggenbrock Anouk,NED,Netherlands,Wheelchair Basketball,Female,27,Women,1,Gold
Taguchi Yuji,JPN,Japan,Goalball,Male,30,Men,5,NA
Tahti Leo Pekka,FIN,Finland,Athletics,Male,38,Men's 100m - T54,2,Silver
Tahti Leo Pekka,FIN,Finland,Athletics,Male,38,Men's 400m - T54,NA,NA
Taiganidis Charalampos,GRE,Greece,Swimming,Male,40,Men's 100m Freestyle - S12,NA,NA
Taiganidis Charalampos,GRE,Greece,Swimming,Male,40,Men's 100m Backstroke - S12,4,NA
Taimazov Musa,RPC,RPC,Athletics,Male,37,Men's Club Throw - F51,1,Gold
Takada Chiaki,JPN,Japan,Athletics,Female,36,Women's 100m - T11,NA,NA
Takada Chiaki,JPN,Japan,Athletics,Female,36,Women's Long Jump - T11,5,NA
Takagi Yuta,JPN,Japan,Canoe Sprint,Male,26,Men's Kayak Single 200m - KL1,12,NA
Takahashi Kazuki,JPN,Japan,Boccia,Male,41,Individual - BC3,10,NA
Takahashi Kazuki,JPN,Japan,Boccia,Male,41,Pairs - BC3,2,Silver
Takahashi Rieko,JPN,Japan,Goalball,Female,23,Women,3,Bronze
Takakuwa Saki,JPN,Japan,Athletics,Female,29,Women's 100m - T64,NA,NA
Takakuwa Saki,JPN,Japan,Athletics,Female,29,Women's Long Jump - T64,8,NA
Takamatsu Yoshinobu,JPN,Japan,Wheelchair Basketball,Male,21,Men,2,Silver
Takamatsu Yuka,JPN,Japan,Athletics,Female,28,Women's 100m - T38,NA,NA
Takamatsu Yuka,JPN,Japan,Athletics,Female,28,Women's 400m - T38,NA,NA
Takamatsu Yuka,JPN,Japan,Athletics,Female,28,4x100m Universal Relay,3,Bronze
Takamuro Saki,JPN,Japan,Wheelchair Tennis,Female,26,Women's Singles,17,NA
Takamuro Saki,JPN,Japan,Wheelchair Tennis,Female,26,Women's Doubles,5,NA
Takasago Susumu,JPN,Japan,Sitting Volleyball,Male,47,Men,8,NA
Takashima Katsuji,JPN,Japan,Equestrian,Male,28,Team Test to Music,15,NA
Takashima Katsuji,JPN,Japan,Equestrian,Male,28,Individual Test - Grade IV,14,NA
Takei Sachie,JPN,Japan,Sitting Volleyball,Female,32,Women,8,NA
Takemori Takeshi,JPN,Japan,Table Tennis,Male,27,Men's Singles - Class 11,5,NA
Takemura Ayumi,JPN,Japan,Athletics,Female,22,Women's 400m - T38,NA,NA
Takeuchi Nozomi,JPN,Japan,Table Tennis,Female,27,Women's Team - Classes 9-10,5,NA
Takeuchi Nozomi,JPN,Japan,Table Tennis,Female,27,Women's Singles - Class 10,NA,NA
Takken Bas,NED,Netherlands,Swimming,Male,22,Men's 100m Freestyle - S10,6,NA
Takken Bas,NED,Netherlands,Swimming,Male,22,Men's 400m Freestyle - S10,2,Silver
Takken Bas,NED,Netherlands,Swimming,Male,22,Men's 100m Backstroke - S10,5,NA
Takken Bas,NED,Netherlands,Swimming,Male,22,Men's 200m Individual Medley - SM10,3,Bronze
Takken Bas,NED,Netherlands,Swimming,Male,22,Men's 4x100m Medley Relay - 34 Points,5,NA
Talai Aliaksei,BLR,Belarus,Swimming,Male,38,Men's 200m Freestyle - S2,NA,NA
Talai Aliaksei,BLR,Belarus,Swimming,Male,38,Men's 50m Backstroke - S1,7,NA
Talai Aliaksei,BLR,Belarus,Swimming,Male,38,Men's 100m Backstroke - S1,7,NA
Talai Aliaksei,BLR,Belarus,Swimming,Male,38,Men's 50m Breaststroke - SB2,7,NA
Talai Aliaksei,BLR,Belarus,Swimming,Male,38,Men's 150m Individual Medley - SM3,NA,NA
Talamona Arianna,ITA,Italy,Swimming,Female,27,Women's 50m Freestyle - S6,NA,NA
Talamona Arianna,ITA,Italy,Swimming,Female,27,Women's 100m Breaststroke - SB5,5,NA
Talamona Arianna,ITA,Italy,Swimming,Female,27,Mixed 4x50m Freestyle Relay - 20 Points,2,Silver
Talbot James,AUS,Australia,Rowing,Male,28,PR3 Mixed Coxed Four - PR3Mix4+,4,NA
Talbot Taylor,USA,United States of America,Athletics,Female,20,Women's 100m - T13,NA,NA
Talbot Taylor,USA,United States of America,Athletics,Female,20,Women's 400m - T13,NA,NA
Talic Zoran,CRO,Croatia,Athletics,Male,31,Men's Long Jump - T20,5,NA
Tamba Malang,GAM,Gambia,Athletics,Male,32,Men's 100m - T54,NA,NA
Tamba Malang,GAM,Gambia,Athletics,Male,32,Men's 400m - T54,NA,NA
Tan Laurentia,SGP,Singapore,Equestrian,Female,42,Team Test to Music,14,NA
Tan Laurentia,SGP,Singapore,Equestrian,Female,42,Individual Test - Grade I,5,NA
Tan Laurentia,SGP,Singapore,Equestrian,Female,42,Individual Freestyle Test - Grade I,5,NA
Tan Maximillian,SGP,Singapore,Equestrian,Male,34,Team Test to Music,14,NA
Tan Maximillian,SGP,Singapore,Equestrian,Male,34,Individual Test - Grade II,11,NA
Tan Shumei,CHN,People's Republic of China,Wheelchair Fencing,Female,32,Women's Épée Individual - Category B,1,Gold
Tan Shumei,CHN,People's Republic of China,Wheelchair Fencing,Female,32,Women's Sabre Individual - Category B,1,Gold
Tan Shumei,CHN,People's Republic of China,Wheelchair Fencing,Female,32,Women's Épée Team,1,Gold
Tan Yujiao,CHN,People's Republic of China,Powerlifting,Female,30,Women's -67 kg,1,Gold
Tanaka Akihito,JPN,Japan,Football 5-a-side,Male,43,Men,5,NA
Tanaka Keiko,JPN,Japan,Boccia,Female,39,Pairs - BC3,2,Silver
Tanaka Koji,JPN,Japan,Sitting Volleyball,Male,54,Men,8,NA
Tanaka Manami,JPN,Japan,Wheelchair Tennis,Female,25,Women's Singles,9,NA
Tanaka Manami,JPN,Japan,Wheelchair Tennis,Female,25,Women's Doubles,5,NA
Tanaka Mitsuya,JPN,Japan,Taekwondo,Male,29,Men K44 -61kg,9,NA
Tanaka Robert,USA,United States of America,Judo,Male,21,Men -66 kg,9,NA
Tanaka Yukari,JPN,Japan,Sitting Volleyball,Female,35,Women,8,NA
Tanche Christophe,FRA,France,Shooting,Male,42,R3 - Mixed 10m Air Rifle Prone SH1,19,NA
Tanche Christophe,FRA,France,Shooting,Male,42,R6 - Mixed 50m Rifle Prone SH1,19,NA
Tang Hongxia,CHN,People's Republic of China,Athletics,Female,45,Women's Discus Throw - F11,4,NA
Tang Nikki,HKG,"Hong Kong, China",Athletics,Male,23,Men's Long Jump - T20,11,NA
Tang Wai Lok,HKG,"Hong Kong, China",Swimming,Male,24,Men's 200m Freestyle - S14,NA,NA
Tang Wai Lok,HKG,"Hong Kong, China",Swimming,Male,24,Men's 100m Butterfly - S14,NA,NA
Tang Wai Lok,HKG,"Hong Kong, China",Swimming,Male,24,Men's 200m Individual Medley - SM14,NA,NA
Tang Wai Lok,HKG,"Hong Kong, China",Swimming,Male,24,Mixed 4x100m Freestyle Relay - S14,5,NA
Tang Xuemei,CHN,People's Republic of China,Sitting Volleyball,Female,27,Women,2,Silver
Tang Zhihua,CHN,People's Republic of China,Football 5-a-side,Male,28,Men,4,NA
Tangen Suzanna,NOR,Norway,Cycling Road,Female,32,Women's H1-4 Road Race,12,NA
Tangen Suzanna,NOR,Norway,Cycling Road,Female,32,Women's H4-5 Time Trial,12,NA
Tanguay John,USA,United States of America,Rowing,Male,23,PR3 Mixed Coxed Four - PR3Mix4+,2,Silver
Tani Mami,JPN,Japan,Triathlon,Female,39,Women's PTS5,10,NA
Tanikawa Yuki,JPN,Japan,Sitting Volleyball,Male,30,Men,8,NA
Tanomwong Suneeporn,THA,Thailand,Athletics,Female,33,Women's 200m - T11,NA,NA
Tanomwong Suneeporn,THA,Thailand,Athletics,Female,33,Women's 400m - T11,NA,NA
Tapia Oney,ITA,Italy,Athletics,Male,45,Men's Shot Put - F11,3,Bronze
Tapia Oney,ITA,Italy,Athletics,Male,45,Men's Discus Throw - F11,3,Bronze
Tapola Aino,FIN,Finland,Table Tennis,Female,24,Women's Singles - Classes 1-2,NA,NA
Tapp Emily,AUS,Australia,Triathlon,Female,30,Women's PTWC,NA,NA
Tapper Melissa,AUS,Australia,Table Tennis,Female,31,Women's Team - Classes 9-10,2,Silver
Tapper Melissa,AUS,Australia,Table Tennis,Female,31,Women's Singles - Class 10,5,NA
Taranova Yelena,AZE,Azerbaijan,Shooting,Female,60,P2 - Women's 10m Air Pistol SH1,16,NA
Taranova Yelena,AZE,Azerbaijan,Shooting,Female,60,P3 - Mixed 25m Pistol SH1,29,NA
Taranova Yelena,AZE,Azerbaijan,Shooting,Female,60,P4 - Mixed 50m Pistol SH1,29,NA
Taranto Remy,FRA,France,Rowing,Male,39,PR3 Mixed Coxed Four - PR3Mix4+,3,Bronze
Tarasov Denis,RPC,RPC,Swimming,Male,28,Men's 50m Freestyle - S9,2,Silver
Tarasov Denis,RPC,RPC,Swimming,Male,28,Men's 100m Butterfly - S9,NA,NA
Tarasov Denis,RPC,RPC,Swimming,Male,28,Men's 4x100m Medley Relay - 34 Points,1,Gold
Tarasov Roman,RPC,RPC,Athletics,Male,28,Men's 100m - T12,3,Bronze
Tarasov Roman,RPC,RPC,Athletics,Male,28,4x100m Universal Relay,NA,NA
Tarbash Mohammad,JOR,Jordan,Powerlifting,Male,37,Men's -65 kg,NA,NA
Taresh Belqes Ahmed Hezam,YEM,Yemen,Athletics,Female,38,Women's Shot Put - F57,18,NA
Taresoh Didin,MAS,Malaysia,Badminton,Male,46,Men's Singles SH6,NA,NA
Tarjanyi Istvan,HUN,Hungary,Wheelchair Fencing,Male,42,Men's Épée Individual - Category B,11,NA
Tarjanyi Istvan,HUN,Hungary,Wheelchair Fencing,Male,42,Men's Sabre Individual - Category B,8,NA
